"Town","FIPS","Year","Business Type","Measure Type","Variable","Value"
"Meriden","0900946520","2012-2016","Private, Profit","Percent","Employment",69.7
"Meriden","0900946520","2012-2016","Private, Profit","Percent","Margins of Error",2.1
"Meriden","0900946520","2012-2016","Private, Not-for-profit","Percent","Employment",9.5
"Meriden","0900946520","2012-2016","Private, Not-for-profit","Percent","Margins of Error",1.6
"Middlebury","0900946940","2006-2010","Total","Number","Employment",3628
"Middlebury","0900946940","2006-2010","Total","Number","Margins of Error",214
"Middlebury","0900946940","2006-2010","Self-Employed, Incorporated","Percent","Employment",6.2
"Middlebury","0900946940","2006-2010","Self-Employed, Incorporated","Percent","Margins of Error",2.6
"Middlebury","0900946940","2006-2010","Self-Employed, Not Incorporated","Percent","Employment",9.2
"Middlebury","0900946940","2006-2010","Self-Employed, Not Incorporated","Percent","Margins of Error",2.9
"Middlebury","0900946940","2006-2010","Government","Percent","Employment",16.6
"Middlebury","0900946940","2006-2010","Government","Percent","Margins of Error",3.1
"Middlebury","0900946940","2006-2010","Private, Profit","Percent","Employment",60.9
"Middlebury","0900946940","2006-2010","Private, Profit","Percent","Margins of Error",3.7
"Middlebury","0900946940","2006-2010","Private, Not-for-profit","Percent","Employment",7.1
"Middlebury","0900946940","2006-2010","Private, Not-for-profit","Percent","Margins of Error",2.5
"Middlebury","0900946940","2007-2011","Total","Number","Employment",3569
"Middlebury","0900946940","2007-2011","Total","Number","Margins of Error",233
"Middlebury","0900946940","2007-2011","Self-Employed, Incorporated","Percent","Employment",6.4
"Middlebury","0900946940","2007-2011","Self-Employed, Incorporated","Percent","Margins of Error",2.9
"Middlebury","0900946940","2007-2011","Self-Employed, Not Incorporated","Percent","Employment",8.4
"Middlebury","0900946940","2007-2011","Self-Employed, Not Incorporated","Percent","Margins of Error",2.7
"Middlebury","0900946940","2007-2011","Government","Percent","Employment",18.1
"Middlebury","0900946940","2007-2011","Government","Percent","Margins of Error",4
"Middlebury","0900946940","2007-2011","Private, Profit","Percent","Employment",58.9
"Middlebury","0900946940","2007-2011","Private, Profit","Percent","Margins of Error",4.2
"Middlebury","0900946940","2007-2011","Private, Not-for-profit","Percent","Employment",8.2
"Middlebury","0900946940","2007-2011","Private, Not-for-profit","Percent","Margins of Error",3
"Middlebury","0900946940","2008-2012","Total","Number","Employment",3677
"Middlebury","0900946940","2008-2012","Total","Number","Margins of Error",229
"Middlebury","0900946940","2008-2012","Self-Employed, Incorporated","Percent","Employment",6.4
"Middlebury","0900946940","2008-2012","Self-Employed, Incorporated","Percent","Margins of Error",3.1
"Middlebury","0900946940","2008-2012","Self-Employed, Not Incorporated","Percent","Employment",9.3
"Middlebury","0900946940","2008-2012","Self-Employed, Not Incorporated","Percent","Margins of Error",3
"Middlebury","0900946940","2008-2012","Government","Percent","Employment",19.7
"Middlebury","0900946940","2008-2012","Government","Percent","Margins of Error",3.4
"Middlebury","0900946940","2008-2012","Private, Profit","Percent","Employment",55.5
"Middlebury","0900946940","2008-2012","Private, Profit","Percent","Margins of Error",4.7
"Middlebury","0900946940","2008-2012","Private, Not-for-profit","Percent","Employment",9.1
"Middlebury","0900946940","2008-2012","Private, Not-for-profit","Percent","Margins of Error",2.7
"Middlebury","0900946940","2009-2013","Total","Number","Employment",3547
"Middlebury","0900946940","2009-2013","Total","Number","Margins of Error",184
"Middlebury","0900946940","2009-2013","Self-Employed, Incorporated","Percent","Employment",7.9
"Middlebury","0900946940","2009-2013","Self-Employed, Incorporated","Percent","Margins of Error",3.4
"Middlebury","0900946940","2009-2013","Self-Employed, Not Incorporated","Percent","Employment",10
"Middlebury","0900946940","2009-2013","Self-Employed, Not Incorporated","Percent","Margins of Error",3
"Middlebury","0900946940","2009-2013","Government","Percent","Employment",19.4
"Middlebury","0900946940","2009-2013","Government","Percent","Margins of Error",3.2
"Middlebury","0900946940","2009-2013","Private, Profit","Percent","Employment",52.3
"Middlebury","0900946940","2009-2013","Private, Profit","Percent","Margins of Error",4.4
"Middlebury","0900946940","2009-2013","Private, Not-for-profit","Percent","Employment",10.5
"Middlebury","0900946940","2009-2013","Private, Not-for-profit","Percent","Margins of Error",3.5
"Middlebury","0900946940","2010-2014","Total","Number","Employment",3553
"Middlebury","0900946940","2010-2014","Total","Number","Margins of Error",202
"Middlebury","0900946940","2010-2014","Self-Employed, Incorporated","Percent","Employment",7.6
"Middlebury","0900946940","2010-2014","Self-Employed, Incorporated","Percent","Margins of Error",3.1
"Middlebury","0900946940","2010-2014","Self-Employed, Not Incorporated","Percent","Employment",8.7
"Middlebury","0900946940","2010-2014","Self-Employed, Not Incorporated","Percent","Margins of Error",2.6
"Middlebury","0900946940","2010-2014","Government","Percent","Employment",20.1
"Middlebury","0900946940","2010-2014","Government","Percent","Margins of Error",3.5
"Middlebury","0900946940","2010-2014","Private, Profit","Percent","Employment",52.4
"Middlebury","0900946940","2010-2014","Private, Profit","Percent","Margins of Error",4.3
"Middlebury","0900946940","2010-2014","Private, Not-for-profit","Percent","Employment",11.1
"Middlebury","0900946940","2010-2014","Private, Not-for-profit","Percent","Margins of Error",3.1
"Middlebury","0900946940","2011-2015","Total","Number","Employment",3569
"Middlebury","0900946940","2011-2015","Total","Number","Margins of Error",167
"Middlebury","0900946940","2011-2015","Self-Employed, Incorporated","Percent","Employment",7
"Middlebury","0900946940","2011-2015","Self-Employed, Incorporated","Percent","Margins of Error",3
"Middlebury","0900946940","2011-2015","Self-Employed, Not Incorporated","Percent","Employment",8.3
"Middlebury","0900946940","2011-2015","Self-Employed, Not Incorporated","Percent","Margins of Error",2.8
"Middlebury","0900946940","2011-2015","Government","Percent","Employment",21.2
"Middlebury","0900946940","2011-2015","Government","Percent","Margins of Error",3.4
"Middlebury","0900946940","2011-2015","Private, Profit","Percent","Employment",52.9
"Middlebury","0900946940","2011-2015","Private, Profit","Percent","Margins of Error",4.6
"Middlebury","0900946940","2011-2015","Private, Not-for-profit","Percent","Employment",10.5
"Middlebury","0900946940","2011-2015","Private, Not-for-profit","Percent","Margins of Error",2.7
"Middlebury","0900946940","2012-2016","Total","Number","Employment",3774
"Middlebury","0900946940","2012-2016","Total","Number","Margins of Error",197
"Middlebury","0900946940","2012-2016","Self-Employed, Incorporated","Percent","Employment",6.2
"Middlebury","0900946940","2012-2016","Self-Employed, Incorporated","Percent","Margins of Error",2.7
"Middlebury","0900946940","2012-2016","Self-Employed, Not Incorporated","Percent","Employment",8.3
"Middlebury","0900946940","2012-2016","Self-Employed, Not Incorporated","Percent","Margins of Error",3
"Middlebury","0900946940","2012-2016","Government","Percent","Employment",18.9
"Middlebury","0900946940","2012-2016","Government","Percent","Margins of Error",3.7
"Middlebury","0900946940","2012-2016","Private, Profit","Percent","Employment",54.7
"Middlebury","0900946940","2012-2016","Private, Profit","Percent","Margins of Error",4.8
"Middlebury","0900946940","2012-2016","Private, Not-for-profit","Percent","Employment",11.8
"Middlebury","0900946940","2012-2016","Private, Not-for-profit","Percent","Margins of Error",2.8
"Middlefield","0900747080","2006-2010","Total","Number","Employment",2281
"Middlefield","0900747080","2006-2010","Total","Number","Margins of Error",181
"Middlefield","0900747080","2006-2010","Self-Employed, Incorporated","Percent","Employment",6.4
"Middlefield","0900747080","2006-2010","Self-Employed, Incorporated","Percent","Margins of Error",2.9
"Middlefield","0900747080","2006-2010","Self-Employed, Not Incorporated","Percent","Employment",9.6
"Middlefield","0900747080","2006-2010","Self-Employed, Not Incorporated","Percent","Margins of Error",4.2
"Middlefield","0900747080","2006-2010","Government","Percent","Employment",16
"Middlefield","0900747080","2006-2010","Government","Percent","Margins of Error",4.3
"Middlefield","0900747080","2006-2010","Private, Profit","Percent","Employment",59.1
"Middlefield","0900747080","2006-2010","Private, Profit","Percent","Margins of Error",6
"Middlefield","0900747080","2006-2010","Private, Not-for-profit","Percent","Employment",9
"Middlefield","0900747080","2006-2010","Private, Not-for-profit","Percent","Margins of Error",3.2
"Middlefield","0900747080","2007-2011","Total","Number","Employment",2263
"Middlefield","0900747080","2007-2011","Total","Number","Margins of Error",176
"Middlefield","0900747080","2007-2011","Self-Employed, Incorporated","Percent","Employment",6.1
"Middlefield","0900747080","2007-2011","Self-Employed, Incorporated","Percent","Margins of Error",3.5
"Middlefield","0900747080","2007-2011","Self-Employed, Not Incorporated","Percent","Employment",9.2
"Middlefield","0900747080","2007-2011","Self-Employed, Not Incorporated","Percent","Margins of Error",4.8
"Middlefield","0900747080","2007-2011","Government","Percent","Employment",14.8
"Middlefield","0900747080","2007-2011","Government","Percent","Margins of Error",4.8
"Middlefield","0900747080","2007-2011","Private, Profit","Percent","Employment",60
"Middlefield","0900747080","2007-2011","Private, Profit","Percent","Margins of Error",6.2
"Middlefield","0900747080","2007-2011","Private, Not-for-profit","Percent","Employment",9.9
"Middlefield","0900747080","2007-2011","Private, Not-for-profit","Percent","Margins of Error",3.2
"Middlefield","0900747080","2008-2012","Total","Number","Employment",2262
"Middlefield","0900747080","2008-2012","Total","Number","Margins of Error",191
"Middlefield","0900747080","2008-2012","Self-Employed, Incorporated","Percent","Employment",6
"Middlefield","0900747080","2008-2012","Self-Employed, Incorporated","Percent","Margins of Error",3.3
"Middlefield","0900747080","2008-2012","Self-Employed, Not Incorporated","Percent","Employment",4.2
"Middlefield","0900747080","2008-2012","Self-Employed, Not Incorporated","Percent","Margins of Error",2.4
"Middlefield","0900747080","2008-2012","Government","Percent","Employment",18.3
"Middlefield","0900747080","2008-2012","Government","Percent","Margins of Error",4.6
"Middlefield","0900747080","2008-2012","Private, Profit","Percent","Employment",61.8
"Middlefield","0900747080","2008-2012","Private, Profit","Percent","Margins of Error",5
"Middlefield","0900747080","2008-2012","Private, Not-for-profit","Percent","Employment",9.7
"Middlefield","0900747080","2008-2012","Private, Not-for-profit","Percent","Margins of Error",3.4
"Middlefield","0900747080","2009-2013","Total","Number","Employment",2317
"Middlefield","0900747080","2009-2013","Total","Number","Margins of Error",178
"Middlefield","0900747080","2009-2013","Self-Employed, Incorporated","Percent","Employment",6
"Middlefield","0900747080","2009-2013","Self-Employed, Incorporated","Percent","Margins of Error",2.9
"Middlefield","0900747080","2009-2013","Self-Employed, Not Incorporated","Percent","Employment",5
"Middlefield","0900747080","2009-2013","Self-Employed, Not Incorporated","Percent","Margins of Error",2.2
"Middlefield","0900747080","2009-2013","Government","Percent","Employment",18.6
"Middlefield","0900747080","2009-2013","Government","Percent","Margins of Error",5
"Middlefield","0900747080","2009-2013","Private, Profit","Percent","Employment",58.6
"Middlefield","0900747080","2009-2013","Private, Profit","Percent","Margins of Error",6.4
"Middlefield","0900747080","2009-2013","Private, Not-for-profit","Percent","Employment",11.8
"Middlefield","0900747080","2009-2013","Private, Not-for-profit","Percent","Margins of Error",4.1
"Middlefield","0900747080","2010-2014","Total","Number","Employment",2415
"Middlefield","0900747080","2010-2014","Total","Number","Margins of Error",195
"Middlefield","0900747080","2010-2014","Self-Employed, Incorporated","Percent","Employment",5.8
"Middlefield","0900747080","2010-2014","Self-Employed, Incorporated","Percent","Margins of Error",2.7
"Middlefield","0900747080","2010-2014","Self-Employed, Not Incorporated","Percent","Employment",4.5
"Middlefield","0900747080","2010-2014","Self-Employed, Not Incorporated","Percent","Margins of Error",2.2
"Middlefield","0900747080","2010-2014","Government","Percent","Employment",17.9
"Middlefield","0900747080","2010-2014","Government","Percent","Margins of Error",4.3
"Middlefield","0900747080","2010-2014","Private, Profit","Percent","Employment",60.9
"Middlefield","0900747080","2010-2014","Private, Profit","Percent","Margins of Error",5.4
"Middlefield","0900747080","2010-2014","Private, Not-for-profit","Percent","Employment",11
"Middlefield","0900747080","2010-2014","Private, Not-for-profit","Percent","Margins of Error",3.4
"Middlefield","0900747080","2011-2015","Total","Number","Employment",2486
